dialogue time.chunk time rule.reps word.reps letter.reps rule.total word.total letter.total score
q2nc3 140 141.0481 304 139 394 410 410 1831 44
q2nc3 150 150.5287 333 152 430 440 440 1953 44
q2nc3 160 160.1828 356 164 453 463 463 2012 44
q2nc3 170 171.2863 391 176 480 498 498 2139 44
q2nc3 180 180.4314 409 182 488 518 518 2210 44
q2nc3 190 190.2353 430 192 526 544 544 2331 44
q2nc3 200 201.0925 451 201 546 569 569 2414 44
q2nc3 210 210.0957 471 212 565 595 595 2490 44
q2nc3 220 220.4301 492 222 582 617 617 2570 44
q2nc3 230 230.1506 518 231 602 645 645 2695 44
q2nc3 240 240.5195 555 250 625 683 683 2796 44
q2nc3 250 250.0111 585 266 654 714 714 2895 44
q2nc3 260 260.8931 616 286 718 747 747 3038 44
q2nc3 270 270.5575 643 299 751 777 777 3178 44
q2nc3 280 280.0602 671 314 785 806 806 3284 44
q2nc3 290 290.4159 683 323 810 819 819 3343 44
q2nc3 300 301.0042 722 339 877 859 859 3560 44
q2nc3 310 310.5812 737 347 890 878 878 3602 44
q2nc3 320 320.7292 757 360 908 901 901 3656 44
q2nc3 330 330.4598 793 376 949 938 938 3865 44
q2nc3 340 340.2123 840 410 1037 991 991 4047 44
q2nc3 350 350.0559 869 425 1088 1022 1022 4173 44
q2nc3 360 360.09 902 441 1124 1056 1056 4347 44
q2nc3 370 370.1107 931 456 1149 1085 1085 4411 44
q2nc3 380 380.0417 976 477 1193 1133 1133 4572 44
q2nc3 390 391.7959 1000 491 1216 1157 1157 4634 44
q2nc3 400 400.3551 1021 502 1265 1178 1178 4754 44
q2nc3 410 411.0998 1041 511 1286 1201 1201 4845 44
q2nc3 420 420.0418 1069 525 1313 1231 1231 4917 44
q2nc3 430 430.6223 1092 536 1330 1256 1256 4977 44
q2nc3 440 440.8646 1113 542 1353 1278 1278 5097 44
q2nc3 450 450.4579 1143 562 1388 1309 1309 5182 44
q2nc3 460 460.1926 1190 588 1434 1358 1358 5319 44
q2nc3 470 470.3977 1225 602 1482 1395 1395 5502 44
q2nc3 480 480.6155 1252 619 1524 1424 1424 5618 44
q2nc3 490 490.3362 1275 637 1562 1449 1449 5692 44
q2nc3 500 501.0413 1315 660 1603 1490 1490 5803 44
q2nc3 510 510.2468 1341 671 1633 1517 1517 5930 44
q2nc3 520 520.4556 1372 688 1666 1550 1550 6016 44
q2nc3 530 530.2417 1412 707 1705 1591 1591 6158 44
q2nc3 540 540.0945 1432 717 1717 1613 1613 6214 44
q2nc3 550 550.5708 1468 736 1789 1652 1652 6410 44
q2nc3 560 560.4117 1488 742 1798 1672 1672 6484 44
q2nc3 570 571.0105 1526 764 1847 1711 1711 6615 44
q2nc3 580 581.9256 1539 772 1867 1725 1725 6663 44
q2nc3 590 590.463 1547 774 1879 1733 1733 6725 44
q2nc3 600 600.0825 1571 786 1900 1761 1761 6822 44
q2nc3 610 610.1928 1601 797 1928 1793 1793 6950 44
q2nc3 620 620.1871 1653 824 1992 1846 1846 7148 44
q2nc3 -1 624.4994 1666 833 2007 1859 1859 7172 44
q2nc4 10 10.079 6 2 11 23 23 117 104
q2nc4 20 21.4576 20 8 24 44 44 206 104
q2nc4 30 30.5497 34 12 36 62 62 254 104
q2nc4 40 40.998 50 19 69 83 83 385 104
q2nc4 50 51.307 73 30 90 109 109 458 104
q2nc4 60 62.3745 93 40 135 137 137 618 104
q2nc4 70 70.2258 112 48 158 158 158 696 104
q2nc4 80 80.1698 133 56 170 184 184 767 104
q2nc4 90 91.0197 143 60 178 196 196 810 104
q2nc4 100 102.0164 168 76 214 229 229 907 104
q2nc4 110 110.0921 187 93 251 257 257 974 104
q2nc4 120 120.7646 212 108 282 287 287 1089 104
q2nc4 130 130.0368 238 124 327 319 319 1206 104
q2nc4 140 140.8734 265 137 354 349 349 1291 104
q2nc4 150 150.0029 277 145 372 363 363 1329 104
q2nc4 160 160.5884 298 155 384 388 388 1382 104
q2nc4 170 170.0146 312 162 410 403 403 1478 104
q2nc4 180 180.3986 335 172 439 427 427 1560 104
q2nc4 190 190.0692 361 182 474 460 460 1683 104
q2nc4 200 200.4923 399 205 533 500 500 1812 104
q2nc4 210 211.7421 434 225 592 538 538 1947 104
q2nc4 220 220.0097 458 240 669 566 566 2157 104
q2nc4 230 231.2563 493 252 686 603 603 2300 104
q2nc4 240 240.1873 527 270 726 637 637 2409 104
q2nc4 250 251.0873 547 280 759 659 659 2508 104
q2nc4 260 263.0754 579 294 794 691 691 2661 104
q2nc4 270 270.2087 592 303 805 704 704 2692 104
q2nc4 280 281.1468 619 316 823 735 735 2778 104
q2nc4 290 290.8319 636 326 839 753 753 2825 104
q2nc4 300 300.1635 658 338 865 775 775 2890 104
q2nc4 310 312.2778 694 357 931 823 823 3107 104
q2nc4 320 320.1635 700 360 934 829 829 3123 104
q2nc4 330 333.2413 711 365 946 841 841 3157 104
q2nc4 -1 338.9396 725 372 962 855 855 3202 104
q2nc5 10 10.3531 8 5 9 25 25 62 41
q2nc5 20 20.6582 22 13 38 50 50 210 41
q2nc5 30 30.4278 42 17 67 75 75 380 41
q2nc5 40 40.381 51 25 85 90 90 442 41
q2nc5 50 51.7946 66 33 105 110 110 620 41
q2nc5 60 60.7538 90 44 138 139 139 868 41
q2nc5 70 70.3589 114 56 173 166 166 1002 41
q2nc5 80 80.184 137 67 199 193 193 1110 41
q2nc5 90 91.2142 161 79 243 224 224 1234 41
q2nc5 100 100.5526 180 88 265 248 248 1312 41
q2nc5 110 110.177 195 93 276 265 265 1385 41
q2nc5 120 120.1857 212 102 300 283 283 1450 41
q2nc5 130 130.4755 233 113 349 308 308 1599 41
q2nc5 140 140.3042 266 125 370 346 346 1743 41
q2nc5 150 153.6595 294 138 413 375 375 1890 41
q2nc5 160 160.0783 305 141 425 389 389 1938 41
q2nc5 170 170.3322 335 153 443 426 426 2046 41
q2nc5 180 181.4371 374 172 511 467 467 2300 41
q2nc5 190 190.8153 396 186 540 496 496 2400 41
q2nc5 200 200.0607 431 207 605 540 540 2644 41
q2nc5 210 210.0383 448 220 635 558 558 2690 41
q2nc5 220 220.4039 473 230 660 584 584 2833 41
q2nc5 230 230.072 497 242 685 609 609 2920 41
q2nc5 240 240.4216 539 267 747 657 657 3215 41
q2nc5 250 250.7175 559 275 773 679 679 3320 41
q2nc5 260 260.1779 589 290 803 713 713 3471 41
q2nc5 270 271.2475 609 304 851 735 735 3583 41
q2nc5 280 280.4263 642 323 897 768 768 3716 41
q2nc5 290 290.9468 668 334 935 799 799 3847 41
q2nc5 300 300.3886 694 347 961 826 826 3928 41
q2nc5 310 310.0734 726 358 980 861 861 4032 41
q2nc5 320 320.1389 762 376 1008 898 898 4162 41
q2nc5 330 331.951 788 390 1044 925 925 4312 41
q2nc5 340 343.6298 822 409 1101 960 960 4532 41
q2nc5 350 350.177 837 418 1133 975 975 4597 41
q2nc5 360 362.78 850 422 1137 989 989 4645 41
q2nc5 370 370.3162 858 426 1153 998 998 4705 41
q2nc5 380 380.0331 885 437 1208 1025 1025 4899 41
q2nc5 390 390.1608 913 449 1240 1058 1058 5058 41
q2nc5 400 400.3261 943 467 1311 1090 1090 5225 41
q2nc5 410 410.1907 964 475 1347 1113 1113 5339 41
q2nc5 420 420.7129 989 485 1363 1139 1139 5429 41
q2nc5 430 431.6371 1003 492 1383 1154 1154 5498 41
q2nc5 440 440.0879 1036 516 1446 1189 1189 5614 41
q2nc5 450 453.4815 1065 532 1472 1218 1218 5730 41
q2nc5 460 460.5703 1096 548 1502 1251 1251 5882 41
q2nc5 470 470.9486 1133 565 1556 1288 1288 6077 41
q2nc5 480 480.1616 1151 576 1573 1306 1306 6120 41
q2nc5 490 490.2056 1176 590 1609 1331 1331 6237 41
q2nc5 500 500.6291 1200 605 1649 1356 1356 6347 41
q2nc5 510 510.2712 1215 612 1658 1373 1373 6487 41
q2nc5 520 520.1737 1238 623 1682 1397 1397 6599 41
q2nc5 530 531.3702 1260 637 1715 1420 1420 6677 41
q2nc5 540 541.4794 1283 648 1732 1445 1445 6784 41
q2nc5 550 550.5611 1296 653 1753 1459 1459 6873 41
q2nc5 -1 557.2695 1305 660 1763 1468 1468 6888 41
q2nc6 10 10.8026 1 1 1 4 4 16 99
q2nc6 20 23.1556 5 2 9 16 16 61 99
q2nc6 30 30.4744 7 3 10 19 19 66 99
q2nc6 40 42.0953 7 3 10 23 23 72 99
q2nc6 50 61.1877 14 3 10 37 37 111 99
q2nc6 60 61.3577 15 4 11 38 38 112 99
q2nc6 70 70.3828 20 5 12 47 47 135 99
q2nc6 80 80.6093 25 7 15 55 55 159 99
q2nc6 90 91.1431 30 9 20 62 62 182 99
q2nc6 100 100.1424 38 12 30 74 74 231 99
q2nc6 110 111.6332 41 14 32 77 77 237 99
q2nc6 120 122.7012 51 20 46 91 91 273 99
q2nc6 130 133.7204 57 24 56 97 97 290 99
q2nc6 140 146.8513 62 29 62 102 102 296 99
q2nc6 150 157.2922 63 29 62 103 103 302 99
q2nc6 160 161.8631 70 32 73 111 111 327 99
q2nc6 170 171.4164 79 35 76 123 123 369 99
q2nc6 180 180.644 92 44 106 143 143 451 99
q2nc6 190 195.1425 95 45 107 148 148 463 99
q2nc6 200 205.4583 101 50 115 154 154 472 99
q2nc6 210 216.7491 103 52 117 157 157 482 99
q2nc6 220 220.483 104 53 120 158 158 485 99
q2nc6 230 231.6657 109 57 125 163 163 517 99
q2nc6 -1 238.7028 110 58 126 164 164 518 99
q2nc7 10 17.4341 1 1 2 9 9 23 20
q2nc7 20 25.1553 2 1 2 11 11 32 20
q2nc7 30 30.2266 3 7 10 21 21 45 20
q2nc7 40 41.6521 14 13 17 36 36 77 20
q2nc7 50 53.0046 25 24 44 58 58 137 20
q2nc7 60 60.35 30 26 47 67 67 155 20
q2nc7 70 72.7384 38 30 61 79 79 203 20
q2nc7 80 82.8163 46 31 72 90 90 267 20
q2nc7 90 90.0423 56 34 79 109 109 356 20
q2nc7 100 103.1008 73 37 82 131 131 462 20
q2nc7 110 112.2152 98 46 97 162 162 655 20
q2nc7 120 120.8443 113 53 109 183 183 737 20
q2nc7 130 130.7224 131 60 139 204 204 848 20
q2nc7 140 140.4728 143 65 145 222 222 890 20
q2nc7 150 152.6055 152 69 151 233 233 912 20
q2nc7 160 160.0764 162 75 175 245 245 962 20
q2nc7 170 172.0208 176 82 187 259 259 1009 20
q2nc7 180 181.4239 192 96 214 280 280 1054 20
q2nc7 190 190.2355 193 97 215 281 281 1055 20
q2nc7 200 200.0535 211 103 226 301 301 1131 20
q2nc7 210 210.6146 226 109 248 317 317 1192 20
q2nc7 220 224.3086 229 111 250 320 320 1196 20
q2nc7 230 230.1582 240 114 253 334 334 1257 20
q2nc7 240 243.928 278 136 328 373 373 1425 20
q2nc7 250 251.6162 284 142 334 385 385 1446 20
q2nc7 260 263.0052 289 146 344 394 394 1475 20
q2nc7 270 271.8003 291 146 344 398 398 1515 20
q2nc7 280 283.1386 305 148 351 413 413 1576 20
q2nc7 290 291.4122 310 151 358 420 420 1604 20
q2nc7 300 301.0688 321 155 370 433 433 1658 20
q2nc7 310 310.5349 331 161 377 443 443 1679 20
q2nc7 320 320.1915 340 166 384 452 452 1696 20
q2nc7 330 330.4415 355 172 393 469 469 1745 20
q2nc7 340 340.1629 379 181 412 495 495 1813 20
q2nc7 350 352.4259 395 188 424 513 513 1860 20
q2nc7 360 360.0826 408 193 435 528 528 1903 20
q2nc7 370 371.4173 422 199 449 544 544 1955 20
q2nc7 -1 377.211 437 207 465 560 560 2005 20
q2nc8 10 10.6773 5 9 32 26 26 103 19
q2nc8 20 20.4349 27 19 81 57 57 259 19
q2nc8 30 30.213 45 23 101 84 84 415 19
q2nc8 40 40.9616 65 32 113 108 108 487 19
q2nc8 50 51.0944 82 40 149 131 131 583 19
q2nc8 60 61.288 104 49 174 156 156 702 19
q2nc8 70 70.7284 122 57 198 183 183 802 19
q2nc8 80 80.2614 160 75 239 224 224 978 19
q2nc8 90 90.6081 180 87 270 249 249 1054 19
q2nc8 100 100.3109 197 92 279 269 269 1145 19
q2nc8 110 110.0767 215 104 310 293 293 1213 19
q2nc8 120 120.2789 241 110 329 325 325 1346 19
q2nc8 130 130.4093 269 124 349 359 359 1485 19
q2nc8 140 140.5411 286 135 369 378 378 1528 19
q2nc8 150 150.3228 307 147 394 404 404 1608 19
q2nc8 160 160.5906 328 160 430 428 428 1704 19
q2nc8 170 170.4011 355 174 459 458 458 1804 19
q2nc8 180 180.001 385 184 472 491 491 1901 19
q2nc8 190 190.972 406 191 486 512 512 1974 19
q2nc8 200 200.1079 435 203 511 543 543 2090 19
q2nc8 210 211.0934 463 217 578 577 577 2279 19
q2nc8 220 221.2619 475 221 582 593 593 2320 19
q2nc8 230 231.8999 493 228 591 612 612 2378 19
q2nc8 240 240.1197 514 239 612 635 635 2456 19
q2nc8 250 250.0097 545 253 653 667 667 2579 19
q2nc8 260 260.1787 576 267 673 698 698 2680 19
q2nc8 270 270.5113 611 284 734 736 736 2878 19
q2nc8 280 280.9708 648 303 776 775 775 2999 19
q2nc8 290 290.2648 677 319 816 806 806 3146 19
q2nc8 300 301.4909 705 334 872 835 835 3303 19
q2nc8 310 310.9439 736 350 929 867 867 3458 19
q2nc8 320 321.3884 753 357 941 888 888 3534 19
q2nc8 330 330.4464 767 365 950 903 903 3568 19
q2nc8 340 340.0927 805 385 984 945 945 3747 19
q2nc8 350 350.1736 845 409 1070 988 988 3920 19
q2nc8 360 360.3885 886 424 1104 1035 1035 4098 19
q2nc8 370 371.7217 913 435 1119 1062 1062 4197 19
q2nc8 380 380.5294 943 453 1159 1092 1092 4307 19
q2nc8 390 390.6654 982 475 1215 1134 1134 4435 19
q2nc8 400 400.8061 1001 488 1234 1155 1155 4483 19
q2nc8 410 411.4643 1032 505 1258 1187 1187 4573 19
q2nc8 420 420.1288 1061 516 1276 1218 1218 4679 19
q2nc8 430 430.0119 1089 527 1305 1249 1249 4805 19
q2nc8 440 440.4946 1113 542 1339 1276 1276 4892 19
q2nc8 450 450.3626 1132 555 1386 1295 1295 4977 19
q2nc8 460 461.1479 1155 566 1407 1318 1318 5051 19
q2nc8 470 471.3168 1178 574 1434 1342 1342 5196 19
q2nc8 480 480.6963 1200 587 1478 1364 1364 5296 19
q2nc8 -1 489.1759 1239 609 1516 1404 1404 5425 19
q3ec1 10 10.6607 2 4 21 18 18 66 140
q3ec1 20 21.7611 14 9 32 34 34 118 140
q3ec1 30 36.0585 27 12 35 54 54 176 140
q3ec1 40 40.0076 32 15 41 60 60 189 140
q3ec1 50 50.2995 54 27 63 90 90 291 140
q3ec1 60 63.4294 71 37 90 110 110 350 140
q3ec1 70 70.1117 83 45 109 127 127 417 140
q3ec1 80 80.3153 108 54 122 158 158 504 140
q3ec1 90 90.2571 126 65 143 187 187 593 140
q3ec1 100 100.9965 152 81 168 220 220 675 140
q3ec1 110 110.8112 174 93 198 245 245 754 140
q3ec1 120 120.075 200 104 225 273 273 922 140
q3ec1 130 130.0575 220 117 251 298 298 981 140
q3ec1 140 142.6341 237 129 266 319 319 1033 140
q3ec1 150 150.9672 257 142 284 343 343 1078 140
q3ec1 160 161.6665 284 154 312 374 374 1240 140
q3ec1 170 170.8205 310 167 330 403 403 1331 140
q3ec1 180 180.0285 342 186 380 439 439 1475 140
q3ec1 190 190.0989 373 205 432 472 472 1572 140
q3ec1 200 200.3459 383 211 440 485 485 1598 140
q3ec1 210 210.0886 410 227 474 514 514 1677 140
q3ec1 220 220.6987 430 236 492 535 535 1749 140
q3ec1 230 230.2224 448 245 517 555 555 1829 140
q3ec1 240 240.1794 474 260 553 583 583 1917 140
q3ec1 250 250.7456 500 274 579 612 612 2001 140
q3ec1 260 260.3898 516 285 595 632 632 2048 140
q3ec1 270 270.1699 543 296 632 659 659 2169 140
q3ec1 280 280.5597 561 308 664 679 679 2245 140
q3ec1 290 291.2341 584 323 718 704 704 2338 140
q3ec1 300 300.3589 601 329 734 723 723 2420 140
q3ec1 310 310.4297 631 347 786 756 756 2531 140
q3ec1 320 320.6909 652 356 813 782 782 2631 140
q3ec1 330 331.0836 679 368 831 810 810 2748 140
q3ec1 340 340.4544 703 378 851 837 837 2837 140
q3ec1 350 350.6633 722 389 869 856 856 2901 140
q3ec1 360 360.4174 757 409 915 892 892 3026 140
q3ec1 370 370.0761 787 415 921 925 925 3128 140
q3ec1 380 380.0855 802 420 932 941 941 3176 140
q3ec1 390 391.403 844 439 977 984 984 3335 140
q3ec1 400 400.9088 857 442 980 1000 1000 3417 140
q3ec1 410 410.5702 893 457 1033 1040 1040 3588 140
q3ec1 420 420.0068 916 464 1042 1064 1064 3678 140
q3ec1 430 430.8674 941 474 1059 1092 1092 3763 140
q3ec1 440 440.0719 981 493 1090 1135 1135 3926 140
q3ec1 450 450.774 995 496 1096 1152 1152 4010 140
q3ec1 460 462.4173 1020 511 1136 1177 1177 4102 140
q3ec1 470 470.8541 1044 520 1147 1203 1203 4218 140
q3ec1 480 480.7625 1065 526 1166 1224 1224 4297 140
q3ec1 490 490.4255 1081 532 1187 1242 1242 4371 140
q3ec1 500 500.1255 1104 541 1223 1267 1267 4495 140
q3ec1 510 511.0156 1127 551 1246 1290 1290 4592 140
q3ec1 520 520.7248 1151 565 1269 1317 1317 4660 140
q3ec1 530 530.1688 1174 580 1292 1341 1341 4708 140
q3ec1 -1 530.1688 1174 580 1292 1341 1341 4708 140
q3ec2 10 10.101 11 7 11 30 30 126 191
q3ec2 20 26.8869 13 9 24 38 38 182 191
q3ec2 30 30.0104 21 11 26 47 47 210 191
q3ec2 40 41.0124 22 11 26 51 51 222 191
q3ec2 50 50.1124 31 17 36 61 61 241 191
q3ec2 60 61.3582 38 21 47 72 72 277 191
q3ec2 70 128.1518 41 25 52 77 77 292 191
q3ec2 80 129.2454 42 25 52 78 78 293 191
q3ec2 90 129.2454 43 25 52 79 79 301 191
q3ec2 100 129.3442 44 25 52 80 80 303 191
q3ec2 110 129.4349 44 25 52 81 81 309 191
q3ec2 120 129.5957 45 26 53 82 82 310 191
q3ec2 130 130.46 49 27 54 90 90 335 191
q3ec2 140 140.1065 61 35 68 107 107 390 191
q3ec2 150 152.1371 78 41 76 130 130 461 191
q3ec2 160 162.4799 86 45 87 140 140 503 191
q3ec2 170 172.1053 95 49 94 149 149 544 191
q3ec2 180 181.9143 111 61 119 167 167 593 191
q3ec2 190 192.38 114 64 123 171 171 608 191
q3ec2 200 200.5927 130 71 138 190 190 702 191
q3ec2 210 214.0837 143 78 148 205 205 748 191
q3ec2 220 223.0572 148 79 149 212 212 780 191
q3ec2 230 232.4025 165 88 192 239 239 892 191
q3ec2 240 241.0916 168 91 195 242 242 895 191
q3ec2 250 250.8305 182 102 236 259 259 970 191
q3ec2 260 262.3545 196 112 252 277 277 1016 191
q3ec2 270 270.3025 204 116 259 285 285 1048 191
q3ec2 280 281.3331 209 118 261 291 291 1066 191
q3ec2 290 291.8304 213 120 264 295 295 1077 191
q3ec2 300 300.4339 221 122 267 303 303 1113 191
q3ec2 310 310.8305 230 126 274 312 312 1156 191
q3ec2 320 320.0854 267 150 330 353 353 1285 191
q3ec2 330 330.1789 273 153 335 360 360 1315 191
q3ec2 340 348.1222 284 157 341 374 374 1369 191
q3ec2 350 350.0764 289 162 360 380 380 1392 191
q3ec2 360 360.3848 342 188 445 436 436 1615 191
q3ec2 370 370.1225 364 204 478 459 459 1671 191
q3ec2 -1 370.8413 368 206 480 463 463 1675 191
q3ec3 10 11.4426 0 0 0 6 6 17 28
q3ec3 20 25.0164 0 0 0 10 10 29 28
q3ec3 30 37.9271 3 1 1 14 14 36 28
q3ec3 40 52.2339 6 2 2 18 18 42 28
q3ec3 50 53.8399 6 2 2 19 19 44 28
q3ec3 60 85.8917 6 2 2 20 20 48 28
q3ec3 70 86.1671 7 2 2 21 21 51 28
q3ec3 80 86.2932 7 2 2 22 22 53 28
q3ec3 90 100.8964 9 2 2 25 25 61 28
q3ec3 100 101.0084 10 2 2 26 26 62 28
q3ec3 110 111.5873 21 8 34 47 47 158 28
q3ec3 120 124.888 30 10 36 59 59 187 28
q3ec3 130 131.0517 35 12 46 70 70 227 28
q3ec3 140 146.0171 46 16 53 88 88 297 28
q3ec3 150 150.0373 51 19 56 94 94 309 28
q3ec3 160 163.0579 53 20 57 96 96 311 28
q3ec3 170 170.4295 57 25 62 106 106 332 28
q3ec3 180 180.3711 82 34 87 137 137 469 28
q3ec3 190 191.3912 92 36 91 148 148 497 28
q3ec3 200 202.4835 101 41 99 160 160 547 28
q3ec3 210 213.9076 102 41 99 161 161 553 28
q3ec3 220 220.5766 110 46 110 170 170 581 28
q3ec3 230 230.0957 126 49 113 187 187 639 28
q3ec3 240 244.4828 145 55 127 207 207 719 28
q3ec3 250 251.9217 146 55 127 208 208 723 28
q3ec3 260 260.2106 155 59 131 217 217 737 28
q3ec3 270 270.6585 167 66 149 233 233 804 28
q3ec3 280 288.0895 170 67 150 237 237 808 28
q3ec3 290 298.0294 173 67 150 240 240 818 28
q3ec3 300 300.1135 177 67 150 244 244 834 28
q3ec3 310 310.3925 182 69 152 253 253 857 28
q3ec3 320 325.876 190 73 157 261 261 873 28
q3ec3 330 333.6579 190 73 157 263 263 881 28
q3ec3 340 340.4509 193 76 160 267 267 888 28
q3ec3 350 351.5876 202 81 169 277 277 914 28
q3ec3 360 363.279 203 83 175 279 279 920 28
q3ec3 370 371.6541 229 92 206 307 307 1040 28
q3ec3 380 381.2988 244 103 227 324 324 1081 28
q3ec3 390 390.1597 253 108 244 334 334 1118 28
q3ec3 400 401.8441 267 114 254 348 348 1168 28
q3ec3 410 410.6241 290 123 282 374 374 1281 28
q3ec3 420 420.1089 303 129 289 389 389 1318 28
q3ec3 430 430.3331 307 132 295 395 395 1340 28
q3ec3 440 440.8644 309 132 295 399 399 1353 28
q3ec3 -1 446.6015 313 135 302 405 405 1372 28
q3ec4 10 10.2677 11 9 41 37 37 146 154
q3ec4 20 20.5031 26 19 68 65 65 257 154
q3ec4 30 30.2798 42 21 82 87 87 341 154
q3ec4 40 44.1404 61 35 126 113 113 419 154
q3ec4 50 50.076 71 40 145 130 130 509 154
q3ec4 60 60.2031 79 41 146 140 140 552 154
q3ec4 70 70.6094 90 45 159 155 155 600 154
q3ec4 80 82.0232 112 54 180 181 181 680 154
q3ec4 90 90.4124 127 61 193 198 198 722 154
q3ec4 100 100.9152 150 72 207 223 223 802 154
q3ec4 110 111.3271 174 83 229 252 252 937 154
q3ec4 120 120.1344 202 98 280 282 282 1081 154
q3ec4 130 131.3922 230 110 302 316 316 1166 154
q3ec4 140 140.8385 261 126 332 355 355 1295 154
q3ec4 150 150.0883 277 134 353 373 373 1358 154
q3ec4 160 160.3926 299 144 384 397 397 1454 154
q3ec4 170 170.1824 328 161 418 430 430 1557 154
q3ec4 180 180.0689 371 187 476 474 474 1710 154
q3ec4 190 190.0209 399 202 508 505 505 1815 154
q3ec4 200 200.0409 425 219 539 534 534 1890 154
q3ec4 210 210.177 476 243 578 590 590 2045 154
q3ec4 220 220.136 497 257 613 613 613 2137 154
q3ec4 230 231.9637 520 268 629 637 637 2199 154
q3ec4 240 244.2792 542 277 651 659 659 2270 154
q3ec4 250 250.8487 563 284 681 680 680 2380 154
q3ec4 260 261.3872 589 298 713 709 709 2484 154
q3ec4 270 272.2698 610 307 726 732 732 2544 154
q3ec4 280 281.5296 633 320 747 757 757 2627 154
q3ec4 290 290.0631 653 327 762 778 778 2717 154
q3ec4 300 300.3473 687 340 794 814 814 2862 154
q3ec4 310 310.7862 708 356 828 838 838 2926 154
q3ec4 320 320.7006 739 375 860 874 874 3036 154
q3ec4 330 330.0253 772 386 884 910 910 3162 154
q3ec4 340 340.8181 800 404 927 941 941 3262 154
q3ec4 350 351.3415 846 432 983 993 993 3421 154
q3ec4 360 360.1656 870 450 1018 1017 1017 3480 154
q3ec4 370 370.482 888 462 1046 1035 1035 3527 154
q3ec4 -1 373.6943 895 466 1050 1042 1042 3536 154
q3ec5 10 10.0165 14 8 33 31 31 152 20
q3ec5 20 20.1746 33 18 75 59 59 286 20
q3ec5 30 30.2179 60 28 105 89 89 383 20
q3ec5 40 40.3353 85 39 163 120 120 548 20
q3ec5 50 53.2134 95 41 170 132 132 609 20
q3ec5 60 60.5725 111 46 179 151 151 677 20
q3ec5 70 75.7879 138 59 216 191 191 809 20
q3ec5 80 82.1186 150 65 230 205 205 883 20
q3ec5 90 91.8929 161 71 239 217 217 909 20
q3ec5 100 102.6432 177 78 252 237 237 1012 20
q3ec5 110 110.0472 205 88 268 268 268 1156 20
q3ec5 120 120.3793 226 100 292 290 290 1251 20
q3ec5 130 130.0402 238 107 306 304 304 1300 20
q3ec5 140 142.9248 255 118 336 322 322 1371 20
q3ec5 150 150.3849 274 129 354 341 341 1445 20
q3ec5 160 160.1052 312 146 401 389 389 1716 20
q3ec5 170 170.1613 350 165 432 439 439 1952 20
q3ec5 180 180.4115 388 186 471 479 479 2111 20
q3ec5 190 190.2063 405 196 486 499 499 2172 20
q3ec5 200 201.8278 441 218 560 543 543 2379 20
q3ec5 210 211.0299 472 236 590 575 575 2473 20
q3ec5 220 220.1888 510 251 611 613 613 2664 20
q3ec5 230 230.1036 550 271 667 657 657 2882 20
q3ec5 240 240.4939 584 291 711 699 699 3029 20
q3ec5 250 253.9286 605 302 729 720 720 3078 20
q3ec5 -1 254.6989 608 305 732 723 723 3081 20
q3ec6 10 10.1714 11 2 11 29 29 164 89
q3ec6 20 21.506 31 8 40 59 59 310 89
q3ec6 30 30.3136 51 14 68 81 81 409 89
q3ec6 40 40.2543 68 20 83 108 108 507 89
q3ec6 50 51.2154 92 27 93 141 141 628 89
q3ec6 60 60.0428 110 33 124 166 166 748 89
q3ec6 70 70.3169 132 42 155 193 193 916 89
q3ec6 80 80.9388 160 55 186 222 222 1020 89
q3ec6 90 90.5237 182 71 213 246 246 1120 89
q3ec6 100 100.149 199 76 225 271 271 1247 89
q3ec6 110 110.2602 233 89 260 307 307 1383 89
q3ec6 120 120.3168 252 99 294 326 326 1463 89
q3ec6 130 132.4337 269 105 313 347 347 1593 89
q3ec6 140 140.0424 286 111 321 366 366 1653 89
q3ec6 150 151.1096 307 119 346 389 389 1738 89
q3ec6 160 161.1136 320 124 359 405 405 1796 89
q3ec6 170 171.4488 332 128 370 418 418 1836 89
q3ec6 180 180.6672 348 140 391 435 435 1878 89
q3ec6 190 190.0226 371 152 427 460 460 1980 89
q3ec6 200 200.0727 389 160 445 478 478 2066 89
q3ec6 210 211.2886 420 169 459 512 512 2238 89
q3ec6 220 221.7397 436 177 493 528 528 2324 89
q3ec6 230 230.1936 474 195 540 571 571 2522 89
q3ec6 -1 234.2759 481 200 553 580 580 2544 89
q3ec7 10 13.5113 1 0 0 3 3 12 57
q3ec7 20 20.0856 3 2 2 18 18 71 57
q3ec7 30 36.3323 6 4 6 24 24 86 57
q3ec7 40 41.3291 9 6 9 29 29 96 57
q3ec7 50 51.8133 16 12 42 46 46 173 57
q3ec7 60 66.2067 27 17 63 60 60 240 57
q3ec7 70 71.9071 28 17 63 61 61 241 57
q3ec7 80 83.5573 30 19 65 64 64 248 57
q3ec7 90 96.0096 31 19 65 65 65 249 57
q3ec7 100 100.7326 31 19 65 66 66 251 57
q3ec7 110 110.8597 33 20 66 68 68 264 57
q3ec7 120 120.4578 48 24 92 84 84 347 57
q3ec7 130 130.0231 58 30 100 96 96 395 57
q3ec7 140 142.444 74 35 130 115 115 490 57
q3ec7 150 150.7345 83 39 148 127 127 536 57
q3ec7 160 163.8076 91 45 157 141 141 561 57
q3ec7 170 170.7345 93 47 159 143 143 563 57
q3ec7 180 187.7503 98 52 164 148 148 568 57
q3ec7 190 191.2912 99 53 165 150 150 571 57
